ID_Transacao,Data,Valor_Compra,Industria,Tipo_Compra,Qtd_Parcelas,Wallet,Cliente_ID,ID_Cartao,Input_Mode,Input_Mode_Code,Crossborder,Contactless
104191,2023-06-24 02:35:09,1176.65,Varejo,CP,,,8086,47575933,Swiped,59,,
104192,2023-10-19 21:32:32,47.19,Alimentação,CP,,,1993,94052333,Chip,54,,
104193,2025-02-13 06:17:53,1007.38,Tecnologia,CP,2.0,Google Pay,6471,39327178,Swiped,59,,
104194,2025-11-17 04:50:56,1126.28,Varejo,CNP,,,8834,75911310,Recurring,36,,
104195,2023-08-06 16:22:22,1091.64,Entretenimento,CP,1.0,,3321,96974017,Swiped,59,,
104196,2023-04-27 16:18:50,556.52,Varejo,CNP,,,6101,80875154,eCommerce,38,,
104197,2023-01-11 00:10:45,575.0,Tecnologia,CNP,,,3946,71676649,MasterPass,39,,
104198,2025-07-28 05:39:57,310.67,Tecnologia,CP,8.0,,1059,56764177,PayPass,51,,
104199,2025-02-24 07:12:19,177.56,Alimentação,CP,2.0,,2934,21902537,Swiped,59,,
104200,2025-07-15 01:14:17,544.92,Varejo,CP,,,7565,79233124,PayPass,51,,
104201,2025-07-12 00:40:52,103.95,Entretenimento,CP,,,7513,40162053,Chip,54,,
104202,2023-09-06 17:35:16,318.08,Varejo,CNP,,,3736,67140918,MasterPass,39,,
104203,2025-05-07 10:31:42,787.41,Entretenimento,CP,7.0,,6381,89793757,PayPass,51,,
104204,2025-03-18 16:30:12,972.09,Alimentação,CNP,,,2012,89688385,Mail Order,32,1.0,
104205,2023-03-16 02:46:07,617.09,Saúde,CNP,,,8811,16744586,Recurring,36,,
104206,2023-05-15 19:35:44,1004.86,Varejo,CP,,,5704,79948574,PayPass,51,,
104207,2025-04-23 11:24:45,103.12,Varejo,CP,,,5659,74699918,Chip,54,,
104208,2025-05-06 10:36:28,436.52,Alimentação,CP,,Google Pay,9060,23548322,Chip,54,,
104209,2025-01-23 19:19:22,1185.7,Tecnologia,CNP,,,1792,57475788,eCommerce,38,,
104210,2025-08-25 10:11:51,916.51,Varejo,CNP,,,6024,35272797,eCommerce,38,,
104211,2025-11-15 00:14:27,93.4,Varejo,CNP,,,9551,32290287,Mail Order,32,,
104212,2025-03-24 09:24:34,282.87,Varejo,CNP,,,8825,52205914,MasterPass,39,,
104213,2025-03-21 02:18:21,547.92,Tecnologia,CP,,Samsung Pay,9658,95004062,Chip,54,,
104214,2023-04-06 20:43:54,720.5,Tecnologia,CP,12.0,,9551,32290287,PayPass,51,,
104215,2023-03-26 14:39:06,864.27,Alimentação,CP,3.0,,1357,41091458,Swiped,59,,
104216,2025-06-02 14:57:58,1043.45,Tecnologia,CP,,,3506,76248874,PayPass,51,,
104217,2023-10-02 03:32:08,400.59,Tecnologia,CNP,,,1874,69988911,Recurring,36,,
104218,2025-07-29 23:53:46,531.32,Educação,CNP,,,9961,76657133,MasterPass,39,,
104219,2025-11-08 11:02:42,888.51,Varejo,CNP,,,5934,70319526,Recurring,36,,
104220,2023-04-07 21:06:39,612.31,Varejo,CNP,,,9586,24749179,eCommerce,38,,
104221,2025-03-25 04:56:57,1176.47,Alimentação,CP,12.0,,9443,57512365,Chip,54,,1.0
104222,2023-01-20 21:22:42,17.12,Entretenimento,CP,,Samsung Pay,6479,70506498,Swiped,59,,0.0
104223,2023-03-10 05:17:31,40.02,Alimentação,CP,6.0,,8835,45146764,Swiped,59,,0.0
104224,2025-05-23 07:41:54,340.29,Entretenimento,CP,,Samsung Pay,8383,96700281,Swiped,59,,
104225,2023-11-20 06:36:39,422.21,Varejo,CP,,,9567,73710661,Chip,54,,
104226,2025-01-19 07:44:27,229.68,Varejo,CNP,,,7073,62737842,MasterPass,39,,
104227,2025-06-24 23:02:45,769.31,Varejo,CP,,,3058,36245657,PayPass,51,,
104228,2023-09-26 00:50:32,668.97,Tecnologia,CP,11.0,,5884,72647752,Chip,54,,
104229,2023-01-29 05:00:45,451.36,Alimentação,CNP,,,3926,90415217,MasterPass,39,,
104230,2025-03-26 18:54:51,266.62,Varejo,CP,3.0,,7925,67575904,Chip,54,,0.0
104231,2023-10-02 17:13:59,675.04,Educação,CNP,,,4189,49187699,Recurring,36,,
104232,2023-03-07 03:10:48,243.56,Varejo,CP,,,8828,35114099,Chip,54,,
104233,2025-10-20 10:22:00,1117.07,Varejo,CP,12.0,,6933,47197086,PayPass,51,,
104234,2025-12-24 23:06:49,672.21,Saúde,CP,,,6909,48110105,Chip,54,,
104235,2025-06-20 19:19:09,1129.34,Entretenimento,CP,6.0,,6265,78953982,Swiped,59,,
104236,2023-03-26 23:05:56,723.93,Varejo,CP,,,2500,42753366,Swiped,59,,0.0
104237,2023-04-01 15:00:12,307.51,Alimentação,CNP,,,6039,36091502,Mail Order,32,,
104238,2025-10-16 20:44:15,636.35,Tecnologia,CNP,,,3271,62473224,Phone Order,35,,
104239,2023-10-18 13:04:56,986.41,Varejo,CNP,,,9642,94233393,Recurring,36,,
104240,2023-04-12 01:49:05,1073.86,Alimentação,CP,,,4322,19781321,Swiped,59,,
104241,2025-08-13 18:38:31,524.54,Tecnologia,CNP,,,6510,63526724,Phone Order,35,,
104242,2025-02-16 04:29:38,258.46,Tecnologia,CP,,,8737,11365999,Swiped,59,,0.0
104243,2025-05-12 21:36:29,1106.09,Varejo,CNP,,,3597,31761062,Phone Order,35,,
104244,2023-08-29 07:09:59,950.35,Tecnologia,CNP,,,3321,96974017,Phone Order,35,,
104245,2023-06-14 12:53:20,529.87,Alimentação,CP,,,1496,76925320,PayPass,51,,
104246,2025-06-16 17:37:40,408.01,Varejo,CP,9.0,,6439,92661557,PayPass,51,,
104247,2025-03-24 19:33:25,1116.04,Alimentação,CP,,,9785,92092850,PayPass,51,,0.0
104248,2023-06-14 02:30:26,763.87,Varejo,CP,8.0,,6200,95103238,Chip,54,,
104249,2025-06-12 13:57:43,470.59,Varejo,CP,,Google Pay,8343,97235356,Chip,54,,
104250,2025-07-02 12:44:54,952.87,Educação,CP,8.0,Samsung Pay,1211,42163389,Swiped,59,,0.0
104251,2025-11-20 13:13:17,686.25,Varejo,CP,,,3279,68476952,Swiped,59,,1.0
104252,2025-06-29 00:12:01,1027.29,Alimentação,CP,10.0,,3194,69172892,Swiped,59,,
104253,2023-04-21 13:10:29,860.25,Varejo,CP,,,8286,31583623,Chip,54,,
104254,2025-09-01 19:58:27,883.83,Varejo,CNP,,,6943,44156884,Phone Order,35,,
104255,2025-10-04 11:36:03,1009.39,Tecnologia,CP,11.0,Apple Pay,1770,82486112,Chip,54,,
104256,2025-11-23 03:54:57,1117.03,Tecnologia,CP,,Apple Pay,3611,82528395,Swiped,59,,
104257,2025-07-07 21:06:12,408.15,Varejo,CNP,,,1652,93947044,MasterPass,39,,
104258,2025-04-23 06:23:48,758.89,Saúde,CP,,,5045,85522710,Chip,54,,
104259,2023-11-26 10:16:29,986.4,Educação,CP,2.0,,9657,35597642,Swiped,59,,
104260,2025-05-25 16:18:58,810.32,Varejo,CP,,,7226,29157285,Swiped,59,,
104261,2025-04-27 07:09:17,177.88,Alimentação,CNP,,,5542,36764564,Recurring,36,,
104262,2025-06-27 18:20:45,158.01,Tecnologia,CP,,,7094,64786800,Chip,54,,
104263,2025-02-03 21:38:38,354.47,Saúde,CNP,,,6296,46979078,MasterPass,39,,
104264,2025-05-18 08:42:48,394.51,Saúde,CP,,Google Pay,9303,25120330,PayPass,51,,0.0
104265,2023-01-27 17:21:52,132.75,Varejo,CP,,,6536,26269561,PayPass,51,,0.0
104266,2025-02-15 09:07:06,871.86,Tecnologia,CNP,,,8684,13945453,Mail Order,32,,
104267,2025-08-05 20:43:41,556.27,Tecnologia,CP,6.0,Samsung Pay,9998,63375173,Chip,54,,0.0
104268,2023-08-22 04:10:43,967.43,Alimentação,CP,,,9169,90518466,PayPass,51,,
104269,2025-12-07 21:16:45,1188.05,Tecnologia,CP,11.0,Google Pay,4991,59327490,PayPass,51,,
104270,2023-05-13 19:03:45,452.2,Alimentação,CP,8.0,,7198,21915349,PayPass,51,,
104271,2023-09-13 13:39:23,835.69,Varejo,CP,,Apple Pay,3785,61676141,Swiped,59,,0.0
104272,2025-07-09 02:05:51,1009.68,Varejo,CP,12.0,Samsung Pay,8345,44544858,Swiped,59,,0.0
104273,2025-03-23 05:10:07,774.93,Alimentação,CP,,,1132,43675325,Swiped,59,,0.0
104274,2025-02-24 02:13:33,537.68,Varejo,CNP,,,7803,14572355,Mail Order,32,,
104275,2023-10-02 17:15:38,394.29,Tecnologia,CP,1.0,Google Pay,7809,63954512,PayPass,51,,0.0
104276,2023-01-12 19:25:32,907.14,Tecnologia,CP,1.0,,4297,69523707,Swiped,59,,
104277,2025-08-30 00:02:37,500.89,Varejo,CNP,,,3843,16082971,eCommerce,38,,
104278,2025-01-08 07:03:02,84.41,Varejo,CP,,Apple Pay,9854,46728656,Chip,54,,0.0
104279,2025-04-10 19:19:36,271.9,Varejo,CP,,,6979,79430995,Swiped,59,,1.0
104280,2025-05-28 21:23:56,211.07,Alimentação,CNP,,,7655,27349588,Recurring,36,,
104281,2023-10-01 12:17:15,507.54,Varejo,CP,,,1993,94052333,PayPass,51,,
104282,2025-05-29 17:21:31,181.46,Tecnologia,CNP,,,2847,40980587,Recurring,36,,
104283,2025-01-13 17:05:01,1181.14,Educação,CP,10.0,,7423,98725613,Chip,54,,
104284,2025-03-28 10:58:41,878.54,Tecnologia,CP,,Samsung Pay,6011,78594110,PayPass,51,,
104285,2025-04-12 03:53:13,804.73,Entretenimento,CP,8.0,,8467,44016881,Chip,54,,
104286,2023-05-11 15:53:01,329.98,Varejo,CP,,,8982,36700168,Chip,54,,
104287,2023-02-27 07:04:10,250.08,Varejo,CP,,,8721,89869327,PayPass,51,,
104288,2025-05-14 08:18:39,39.02,Varejo,CNP,,,6465,39589689,Recurring,36,,
104289,2025-02-08 18:33:15,71.14,Saúde,CNP,,,6100,53280929,MasterPass,39,,
104290,2023-04-27 13:41:39,367.62,Tecnologia,CP,,,9525,72905972,Swiped,59,,
104291,2025-05-24 08:44:30,660.15,Tecnologia,CP,,,6587,66219160,Chip,54,,
104292,2025-08-01 07:53:49,798.4,Tecnologia,CNP,,,3621,70757395,Recurring,36,,
104293,2025-01-27 20:58:23,832.0,Tecnologia,CP,8.0,,1558,93095295,Chip,54,,1.0
104294,2025-05-29 21:36:32,1021.25,Alimentação,CP,,,7759,31905445,Swiped,59,,
104295,2023-05-01 09:19:48,886.02,Tecnologia,CP,,,1668,26227918,PayPass,51,,1.0
104296,2023-12-22 03:15:13,245.4,Entretenimento,CP,9.0,,6310,80280742,PayPass,51,,1.0
104297,2023-10-15 06:28:18,233.54,Varejo,CP,,,7565,50326701,Swiped,59,,
104298,2023-09-14 23:09:34,400.56,Varejo,CNP,,,3813,52879819,MasterPass,39,,
104299,2023-06-17 16:17:24,653.31,Saúde,CP,,,4587,38068535,Chip,54,,
104300,2025-02-18 16:12:48,628.31,Varejo,CP,,,4195,46287793,Chip,54,,
104301,2025-02-09 16:27:56,65.8,Saúde,CP,9.0,Apple Pay,1888,82156369,PayPass,51,,
104302,2025-07-08 05:48:37,974.93,Alimentação,CP,,,5865,98226551,PayPass,51,,1.0
104303,2025-03-29 10:14:34,632.41,Entretenimento,CP,,,1711,76546441,Swiped,59,,0.0
104304,2025-07-17 13:47:18,927.78,Tecnologia,CP,8.0,,5984,87598710,Chip,54,,
104305,2023-04-25 04:41:47,96.17,Varejo,CP,,,6064,71655314,Chip,54,,
104306,2025-04-22 22:11:29,1122.41,Alimentação,CNP,,,8954,72585616,MasterPass,39,,
104307,2025-03-06 04:03:40,239.24,Alimentação,CP,,,9904,29824290,Swiped,59,,
104308,2025-05-24 05:58:29,608.98,Alimentação,CP,11.0,Samsung Pay,9913,34740206,PayPass,51,,
104309,2025-06-20 22:54:03,450.33,Varejo,CP,,Apple Pay,3454,34008894,PayPass,51,,
104310,2023-07-18 13:25:34,1152.03,Varejo,CP,4.0,,8987,74336361,Swiped,59,,
104311,2025-02-11 16:00:27,1026.58,Alimentação,CP,,,4885,65962219,Chip,54,,
104312,2025-06-23 14:11:51,422.08,Varejo,CP,,,9175,52427333,Chip,54,,
104313,2025-11-05 12:47:27,262.0,Varejo,CNP,,,2577,37367547,Mail Order,32,,
104314,2023-02-23 23:02:36,331.57,Alimentação,CP,4.0,,4195,46287793,PayPass,51,,
104315,2025-01-20 18:05:11,378.29,Varejo,CP,8.0,Samsung Pay,5913,38636751,Chip,54,,
104316,2025-03-18 20:08:30,663.55,Varejo,CP,5.0,,4067,69246559,PayPass,51,,0.0
104317,2025-03-26 09:42:28,533.9,Alimentação,CP,,,6943,44156884,Chip,54,,
104318,2025-06-03 05:21:21,5.63,Saúde,CNP,,,3271,74619324,Phone Order,35,,
104319,2025-07-27 16:54:20,599.92,Varejo,CNP,,,7655,27349588,Phone Order,35,,
104320,2023-02-20 02:07:38,1110.93,Tecnologia,CP,1.0,,1743,16433372,Chip,54,,
104321,2025-06-19 09:31:26,557.58,Alimentação,CNP,,,1330,95981342,Recurring,36,1.0,
104322,2025-04-07 09:49:11,165.88,Tecnologia,CP,1.0,,7321,22518373,Chip,54,,
104323,2025-03-09 19:54:22,610.16,Alimentação,CNP,,,4729,51048982,Recurring,36,1.0,
104324,2023-03-26 22:47:07,1169.31,Entretenimento,CP,,Google Pay,7226,29157285,Swiped,59,,
104325,2025-01-25 17:15:18,412.23,Entretenimento,CP,,,4885,65962219,Chip,54,,1.0
104326,2025-04-24 21:22:36,533.37,Varejo,CP,,,2397,22688195,Chip,54,,
104327,2025-06-13 10:05:30,21.0,Tecnologia,CP,,Apple Pay,9024,30222337,Chip,54,,1.0
104328,2025-10-02 20:35:21,486.56,Tecnologia,CP,,Samsung Pay,2685,95183245,PayPass,51,,
104329,2025-01-07 17:48:11,428.74,Varejo,CP,,,2854,82749819,Chip,54,,
104330,2025-03-04 23:52:22,256.08,Tecnologia,CP,1.0,,7986,72122023,Swiped,59,,
104331,2023-02-14 08:49:29,203.8,Tecnologia,CNP,,,6336,48376585,MasterPass,39,,
104332,2025-05-02 15:02:17,1031.85,Educação,CP,7.0,,7943,64059104,Chip,54,,
104333,2025-05-03 00:30:13,11.63,Saúde,CP,,,7189,22874345,PayPass,51,,
104334,2023-07-05 23:54:09,482.93,Varejo,CP,,Samsung Pay,8811,16744586,Swiped,59,,
104335,2025-05-29 09:03:10,124.26,Varejo,CP,2.0,Google Pay,7518,72253303,Swiped,59,,0.0
104336,2023-04-27 06:27:01,986.51,Alimentação,CP,2.0,,7094,64786800,PayPass,51,,
104337,2025-02-21 08:17:12,255.06,Varejo,CP,5.0,,9292,14524465,Chip,54,,0.0
104338,2025-01-01 00:11:42,343.79,Alimentação,CP,,,7339,91999311,PayPass,51,,1.0
104339,2023-07-24 08:44:32,397.91,Educação,CP,4.0,Samsung Pay,1211,42163389,Chip,54,,1.0
104340,2025-05-12 20:08:33,995.47,Entretenimento,CP,1.0,,5198,46660893,Chip,54,,
104341,2023-02-10 06:08:37,208.11,Tecnologia,CP,8.0,,8258,65032254,Chip,54,,
104342,2023-08-13 17:18:17,820.74,Saúde,CNP,,,8383,23052099,Mail Order,32,,
104343,2025-02-12 02:54:58,85.25,Alimentação,CP,8.0,,4392,57384572,Swiped,59,,
104344,2023-03-15 03:12:52,884.08,Tecnologia,CP,,,9526,71395444,Chip,54,,
104345,2023-12-10 15:01:33,502.77,Educação,CNP,,,8982,36700168,Mail Order,32,,
104346,2023-09-26 07:09:41,1129.96,Varejo,CP,,,9520,17831138,Chip,54,,
104347,2025-05-27 22:46:10,436.55,Alimentação,CNP,,,1216,63113511,Recurring,36,,
104348,2023-06-06 18:15:26,926.83,Varejo,CP,11.0,Apple Pay,1729,86873398,Chip,54,,1.0
104349,2023-02-03 20:07:36,1039.85,Entretenimento,CNP,,,1164,75099099,Mail Order,32,0.0,
104350,2025-03-15 13:25:33,97.47,Varejo,CP,,,9499,78847365,Swiped,59,,
104351,2025-09-18 13:28:23,326.72,Alimentação,CNP,,,4306,11384822,eCommerce,38,,
104352,2023-09-11 17:47:06,254.12,Varejo,CNP,,,1164,75099099,eCommerce,38,,
104353,2025-03-25 21:24:58,702.45,Alimentação,CP,,,9704,73791866,PayPass,51,,1.0
104354,2025-06-11 11:33:04,470.49,Alimentação,CP,,Apple Pay,7917,62089600,Chip,54,,
104355,2023-10-28 01:12:31,887.5,Alimentação,CP,,Apple Pay,6485,92998626,Chip,54,,0.0
104356,2025-02-15 09:08:52,232.0,Alimentação,CP,,Apple Pay,3532,73732388,Chip,54,,
104357,2025-04-14 19:19:04,167.39,Varejo,CP,,,6513,91784421,Chip,54,,
104358,2023-07-26 04:31:06,721.0,Varejo,CP,10.0,,1738,77597963,PayPass,51,,
104359,2023-02-24 09:16:52,1056.43,Saúde,CNP,,,2846,44663530,eCommerce,38,,
104360,2023-10-19 14:12:44,467.49,Varejo,CNP,,,3491,81868612,eCommerce,38,0.0,
104361,2025-02-28 04:19:39,122.51,Entretenimento,CP,3.0,,3593,44154544,PayPass,51,,
104362,2025-11-04 15:19:33,965.07,Alimentação,CP,,,7189,20621331,Chip,54,,
104363,2025-02-02 21:04:36,924.61,Tecnologia,CNP,,,1502,20059173,Recurring,36,1.0,
104364,2025-12-11 08:14:54,1090.95,Alimentação,CNP,,,1202,81117652,eCommerce,38,,
104365,2025-09-20 01:26:38,445.5,Varejo,CP,2.0,,4852,28127692,Chip,54,,
104366,2025-08-26 01:46:39,411.83,Alimentação,CP,,,4290,73317554,PayPass,51,,1.0
104367,2025-01-02 01:11:11,871.98,Tecnologia,CNP,,,7060,74347262,eCommerce,38,,
104368,2025-06-23 18:45:53,355.16,Varejo,CP,,Google Pay,9866,47836091,Swiped,59,,0.0
104369,2025-10-05 03:01:49,905.4,Educação,CP,12.0,,1060,86889445,Swiped,59,,0.0
104370,2025-07-12 04:50:39,347.63,Varejo,CNP,,,5394,46999334,Mail Order,32,,
104371,2025-02-21 10:19:29,911.49,Entretenimento,CP,,,1097,25952371,Swiped,59,,
104372,2023-09-09 00:58:03,457.68,Alimentação,CP,9.0,,6933,47197086,Swiped,59,,
104373,2023-03-03 10:22:08,1054.88,Varejo,CNP,,,2166,81304225,eCommerce,38,,
104374,2023-11-24 12:02:27,430.9,Alimentação,CP,,,3918,79216132,Chip,54,,
104375,2025-09-12 06:46:12,507.07,Varejo,CNP,,,1862,43604203,MasterPass,39,,
104376,2023-01-19 05:56:30,830.38,Varejo,CNP,,,2421,75367768,Recurring,36,,
104377,2025-05-15 13:01:48,241.15,Alimentação,CP,9.0,,5729,94868638,Chip,54,,
104378,2023-08-25 05:59:03,853.81,Saúde,CNP,,,3067,63477868,Recurring,36,,
104379,2025-09-21 23:41:39,455.42,Tecnologia,CNP,,,1275,68154277,MasterPass,39,,
104380,2025-05-09 08:01:20,931.11,Varejo,CP,,,2934,29370731,Chip,54,,1.0
104381,2023-01-03 04:51:25,1120.58,Alimentação,CNP,,,9928,83310724,eCommerce,38,,
104382,2025-07-21 15:16:34,523.3,Saúde,CP,,,2343,60722848,PayPass,51,,
104383,2023-10-22 06:58:01,107.06,Varejo,CP,,,9152,36416979,PayPass,51,,
104384,2025-09-18 13:52:52,826.92,Alimentação,CP,,,5935,29621527,Swiped,59,,
104385,2025-12-12 00:53:03,504.94,Saúde,CP,9.0,,2322,29177044,PayPass,51,,
104386,2025-09-01 13:25:03,849.45,Varejo,CP,,,5454,48105448,PayPass,51,,1.0
104387,2025-04-11 13:59:36,227.29,Varejo,CNP,,,1011,74664037,Recurring,36,,
104388,2025-02-05 13:58:48,604.01,Varejo,CP,,,8565,62840782,PayPass,51,,1.0
104389,2023-03-03 13:22:47,532.68,Varejo,CP,,Samsung Pay,9160,85378375,PayPass,51,,
104390,2023-01-05 23:02:36,32.43,Varejo,CP,1.0,,3736,67140918,Swiped,59,,
104391,2023-04-27 19:08:55,718.22,Varejo,CP,,,1822,75166187,Swiped,59,,
104392,2025-04-18 19:55:03,63.83,Varejo,CNP,,,1654,23289969,eCommerce,38,,
104393,2023-02-01 04:49:12,397.81,Varejo,CP,,,6024,35272797,Swiped,59,,
104394,2025-06-21 09:40:54,318.78,Varejo,CP,,,6222,61246478,Swiped,59,,
104395,2025-03-23 17:03:38,1189.58,Varejo,CP,,,5006,38467065,PayPass,51,,
104396,2023-04-26 20:35:01,443.94,Varejo,CP,,Apple Pay,8090,13695403,Swiped,59,,
104397,2025-02-25 22:44:55,181.14,Educação,CP,,,3333,18824528,Chip,54,,
104398,2025-03-02 20:09:08,398.22,Alimentação,CP,,,1583,45219126,Swiped,59,,1.0
104399,2025-03-07 15:23:42,227.06,Alimentação,CNP,,,4117,94070388,eCommerce,38,,
104400,2023-01-23 18:02:10,516.78,Alimentação,CP,6.0,,6905,53754005,Chip,54,,0.0
104401,2025-10-28 04:58:33,504.43,Saúde,CP,9.0,,1132,43675325,Swiped,59,,
104402,2025-10-02 09:11:31,493.89,Alimentação,CNP,,,5902,13998402,Mail Order,32,,
104403,2023-03-22 19:13:57,619.62,Alimentação,CP,,,2184,97667143,Swiped,59,,
104404,2025-06-28 08:45:37,969.64,Tecnologia,CP,,,4928,96313857,PayPass,51,,1.0
104405,2023-06-05 06:44:11,980.36,Varejo,CP,,,7141,13669529,PayPass,51,,
104406,2023-12-29 20:12:53,142.89,Saúde,CNP,,,3366,79141462,MasterPass,39,,
104407,2025-05-11 08:46:38,200.63,Tecnologia,CP,6.0,Samsung Pay,1908,86118793,PayPass,51,,
104408,2023-08-18 13:47:19,852.53,Tecnologia,CNP,,,9946,16314196,Recurring,36,,
104409,2025-06-23 10:40:16,819.05,Alimentação,CP,,,3040,52046827,PayPass,51,,
104410,2023-06-03 09:11:47,1057.74,Alimentação,CP,,,5032,12647385,Swiped,59,,
104411,2023-09-17 02:44:05,632.29,Saúde,CP,11.0,,3503,54848800,Swiped,59,,
104412,2023-11-28 01:29:20,544.51,Tecnologia,CP,,Google Pay,3927,43187961,Chip,54,,
104413,2025-01-21 21:58:17,816.86,Tecnologia,CP,12.0,,7189,87141910,Swiped,59,,
104414,2025-01-10 07:12:15,805.13,Varejo,CP,,Google Pay,4291,84224141,Chip,54,,
104415,2025-03-09 05:44:41,575.66,Varejo,CP,10.0,,4409,43574226,Chip,54,,1.0
104416,2025-11-06 19:39:49,391.48,Educação,CP,,,5556,96246803,Swiped,59,,
104417,2025-07-19 21:33:43,318.02,Tecnologia,CP,,,8169,74568740,PayPass,51,,
104418,2025-04-22 07:26:35,1088.24,Varejo,CP,10.0,Apple Pay,9383,15459561,PayPass,51,,
104419,2023-10-16 10:28:36,1065.4,Varejo,CP,12.0,Samsung Pay,7879,87113874,PayPass,51,,
104420,2025-06-22 02:36:51,117.69,Entretenimento,CP,2.0,,9691,46243851,Chip,54,,1.0
104421,2023-09-12 03:03:36,130.04,Tecnologia,CNP,,,3605,84618525,MasterPass,39,,
104422,2025-05-10 17:32:56,1024.37,Saúde,CP,,,1999,82588963,Swiped,59,,
104423,2023-06-06 13:45:28,1083.68,Alimentação,CNP,,,7886,69672377,Mail Order,32,,
104424,2023-12-14 06:21:24,226.66,Tecnologia,CP,2.0,Apple Pay,7379,10331796,Chip,54,,
104425,2023-03-13 15:45:11,856.45,Tecnologia,CP,3.0,,1132,43675325,Swiped,59,,
104426,2025-01-23 04:23:47,86.18,Varejo,CP,4.0,,9074,19524745,Chip,54,,0.0
104427,2023-03-25 07:56:09,463.41,Alimentação,CNP,,,4269,37895375,Mail Order,32,,
104428,2023-12-02 23:40:26,750.04,Tecnologia,CP,,Apple Pay,6905,88728610,Swiped,59,,
104429,2025-10-28 15:19:01,921.27,Tecnologia,CP,7.0,,3057,34553791,Swiped,59,,
104430,2023-09-19 03:24:11,188.67,Alimentação,CP,9.0,,4286,91031815,PayPass,51,,
104431,2025-08-05 12:42:25,371.66,Alimentação,CP,,,4716,56491773,Swiped,59,,
104432,2025-04-22 17:56:16,1080.42,Alimentação,CP,,,7303,84396790,PayPass,51,,
104433,2025-01-14 14:39:01,72.5,Alimentação,CNP,,,2164,62878644,MasterPass,39,,
104434,2025-06-24 00:24:28,693.57,Alimentação,CP,8.0,,4523,38564360,PayPass,51,,
104435,2023-01-19 03:14:07,1014.12,Tecnologia,CNP,,,2403,51131079,Mail Order,32,,
104436,2023-09-24 19:24:05,365.2,Varejo,CP,,,8307,71534861,Swiped,59,,
104437,2025-03-04 02:18:27,660.41,Entretenimento,CP,8.0,,7867,54641884,PayPass,51,,
104438,2023-01-26 12:23:21,123.41,Varejo,CP,,,9585,36750655,PayPass,51,,1.0
104439,2025-04-23 09:18:42,672.56,Entretenimento,CP,,,9221,77715324,Chip,54,,
104440,2025-03-27 17:18:32,819.04,Tecnologia,CP,,Apple Pay,2308,31878285,PayPass,51,,
104441,2025-02-06 02:42:56,923.05,Alimentação,CP,9.0,Apple Pay,2955,47582807,PayPass,51,,
104442,2025-05-10 12:53:14,626.15,Varejo,CP,,,3927,43187961,Swiped,59,,0.0
104443,2023-12-22 07:22:11,857.86,Varejo,CNP,,,3501,96407081,Mail Order,32,,
104444,2023-04-10 15:18:45,38.82,Tecnologia,CP,,,1843,43394043,Swiped,59,,1.0
104445,2025-12-12 04:28:03,592.94,Tecnologia,CP,9.0,Apple Pay,9541,20679030,Swiped,59,,
104446,2023-07-17 13:27:38,395.37,Varejo,CP,,,6631,14678577,Chip,54,,
104447,2025-03-29 09:13:26,459.51,Tecnologia,CNP,,,6545,18824910,Recurring,36,1.0,
104448,2025-03-16 13:01:26,191.29,Varejo,CNP,,,5060,42322810,Mail Order,32,,
104449,2023-03-15 23:41:25,115.51,Alimentação,CP,,Samsung Pay,3370,21926833,PayPass,51,,
104450,2025-06-03 10:14:06,373.06,Varejo,CP,6.0,Samsung Pay,9658,94372857,PayPass,51,,0.0
104451,2025-06-14 04:50:19,746.99,Tecnologia,CP,,,3225,14877849,Chip,54,,1.0
104452,2023-01-29 21:38:25,206.31,Alimentação,CNP,,,9953,78833837,Phone Order,35,0.0,
104453,2023-09-07 22:42:08,1097.15,Entretenimento,CP,,,8383,96700281,Swiped,59,,
104454,2025-10-16 16:09:54,27.58,Tecnologia,CP,11.0,,4392,57384572,PayPass,51,,
104455,2023-07-24 03:21:54,191.17,Varejo,CP,,,7948,32987743,PayPass,51,,1.0
104456,2025-01-29 05:14:33,618.95,Varejo,CP,,,9705,29502907,Chip,54,,
104457,2023-10-19 19:57:18,824.13,Saúde,CNP,,,6325,82352838,MasterPass,39,,
104458,2023-05-23 21:14:47,629.44,Tecnologia,CP,2.0,Apple Pay,4466,43285054,Chip,54,,
104459,2025-04-07 03:01:03,612.31,Tecnologia,CP,,Samsung Pay,2019,62516473,PayPass,51,,
104460,2023-10-12 01:52:46,938.65,Tecnologia,CP,,,5032,99593319,PayPass,51,,
104461,2025-03-30 03:05:02,13.21,Tecnologia,CP,8.0,Apple Pay,4413,66370514,PayPass,51,,
104462,2025-02-24 08:49:30,114.29,Varejo,CP,3.0,Samsung Pay,9935,46747488,Chip,54,,
104463,2025-10-03 07:44:11,258.85,Saúde,CP,,,4335,48542088,Chip,54,,
104464,2023-08-22 01:04:29,492.56,Saúde,CP,12.0,,8267,49014262,PayPass,51,,
104465,2025-05-01 18:16:44,682.67,Entretenimento,CP,4.0,,9679,77320768,Swiped,59,,
104466,2025-01-13 18:27:00,427.46,Alimentação,CNP,,,1226,12985712,eCommerce,38,1.0,
104467,2025-06-12 18:46:50,708.25,Varejo,CP,11.0,,9898,20323629,PayPass,51,,
104468,2023-05-15 08:13:40,224.97,Alimentação,CNP,,,4144,24478782,Phone Order,35,,
104469,2025-06-12 00:38:07,223.99,Tecnologia,CP,,Samsung Pay,6192,81095077,Chip,54,,
